sentence,Label
লিংকে দেয়া ভিডিও টি দেখুন কেঁদে ফেলবেন।।,0
মহান রাব্বুল আলামীন এই কবরে চিরনিদ্রায় শায়িত হওয়ার আগে কবরের সামান নিয়ে যাওয়ার তৌফিক দান করুন। আমিন।,0
আল্লাহ রাব্বুল আলামিন আমাদের সবাইকে নেক হায়াত দান করুন। আমিন,0
আল্লাহ সবাইকে জান্নাত দান করুণ।আচ্ছা কবরের উপর পলিথিন দেওয়ার কারণ কি?,0
আমাদের সেই বাড়ি আমিন,0
"তারপর ও সবাই দুনিয়ার বাড়ি-ঘর,অর্থ -সম্পদ, সৌন্দর্য এসব নিয়ে অহংকার করে। আল্লাহ সবাইকে হেদায়েত দান করুন।",0
অহংকার হলো মহান আল্লাহ তায়ালার চাদর। সেই চাদর নিয়ে কোনো মানুষ অহংকার করুক আল্লাহ তায়ালা তাহা পরচ্ছন্দ করেন না।আমিন,0
আমিন,0
"এই কথা বুঝতে চায় কয়জন,,, রুপের অহংকার নিয়েই তো সময় পার করি আমরা",0
রাইট এটাই বাতৎূবাাাাাা,0
নারে ভাই! এখন আর সেই ভয় পাওয়ার যুগ নেই!মানুষ এখন কবরস্থানেও খোশগল্প ও আড্ডাবাজি করে! সবকিছু ডিজিটাল বলে কথা আরকি!!,0
"কখন জানি ডাক পডে,,,,,,,,",0
তাও মানুষের এত অহংকার,0
মহান আল্লাহ আমাদের সবাইকে মাফ করে দিন। আমার কবরবাসী বাবাসহ সকল বাবা মাকে জান্নাতুল ফেরদৌস দান করুন। আমিন,0
এটাই চিরন্তর সত্য,0
-- পৃথিবীর সবচেয়ে দামি লাইন.!,0
"তবু ভাই কারোরি নাই একটু খানি হোস, হায় রে মানুষ.............…..",0
মহান আল্লাহ রাব্বুল আলামীনের সবাই বোঝার তৌফিক দান করো সকল কবরবাসীকে জান্নাতুল ফেরদৌস দান করুন,0
"দুনিয়া চিরস্থায়ী নয় তবুও আমরা বোঝার চেষ্টা করি না আল্লাহ আমাদের সকল কে বুঝার তৌফিক দান করুক"" আমিন""",0
এইটাই আমাদের আসল বাড়ি আল্লাহ সবাই কে বুঝার তৌফিক দান করুক আমিন,0
